subject,Position,Length,context,item,sentences,answer,yes_ratio
1732781409-9a47e68f2ca4a02a7f7f12baa65eb85f,Subject,LFN,surface,17,그날 매장을 방문한 손님 세 명이 신발을 살펴보았지만%2C 아무도 어떤 신발도 사지 않았다.<br>신발의 가격이 너무 비싸거나 디자인이 마음에 들지 않았기 때문이다.<br>결국 매장에 진열된 신발들은 전부 팔리지 않고 남아 있었다.<br><br> 요약문장: 모든 손님이 신발을 사지 않았다.,예,1
1732781409-9a47e68f2ca4a02a7f7f12baa65eb85f,Object,LFN,inverse,14,선배는 접시에 담긴 일곱가지 과일 중에서 사과와 바나나만 먹고%2C 나머지 과일들은 먹지 않았다.<br>너무 달아서 먹지 않기로 했고%2C 배는 이미 배부른 상태라 남겨두었다.<br>선배는 남은 과일을 후배들에게 나눠주었다.<br><br> 요약문장: 선배가 모든 과일을 먹지 않았다.,아니오,0
1732781409-9a47e68f2ca4a02a7f7f12baa65eb85f,Subject,LFN,inverse,18,동료 다섯 명이 다같이 탕비실에 있는 과자를 정리하려 했는데 <br>그 중에  두 명은 상한 과자를 버렸고%2C 다른 세 명은 버리지 않았다.<br>버린 과자는 분리수거하고%2C 남은 과자는 간식 코너에 정리해 두었다.<br><br> 요약문장: 모든 동료가 과자를 버리지 않았다.,아니오,0
1732851234-d7691610135060f98af81788b7736e38,Object,SFN,inverse,6,직원이 손님에게 신발 다섯 켤레를 보여줬다.<br>그 중에서 두 켤레는 팔았지만%2C 나머지 세 켤레는 사이즈가 맞지 않아서 사지를 못했다.<br>직원은 팔린 신발을 포장하며 나머지 신발을 다시 진열대에 올려두었다.<br><br> 요약문장: 직원이 모든 신발을 팔지 않았다.,NULL,NA
1732851234-d7691610135060f98af81788b7736e38,Object,SFN,inverse,14,선배는 접시에 담긴 일곱가지 과일 중에서 사과와 바나나만 먹고%2C 나머지 과일들은 먹지 않았다.<br>맛이 너무 달아서 먹지 않기로 했고%2C 배는 이미 배부른 상태라 남겨두었다.<br>선배는 남은 과일을 후배들에게 나눠주었다.<br><br> 요약문장: 선배가 모든 과일을 안 먹었다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Subject,LFN,surface,15,후배 열 명이 동아리 방에 있는 비상약을 정리해야 했지만%2C 아무도 약을 버리지 않았다.<br>모든 약의 유통기한이 남았고%2C 나중에 비상시에 사용할 수도 있다는 생각이 들었기 때문이다.<br><br><br> 요약문장: 모든 후배가 약을 버리지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Object,LFN,surface,19,고객은 이사할 때 필요한 상자 다섯 개를 살펴보았지만%2C 마음에 드는 상자가 없어서 결국 어떤 상자도 구매하지 않았다.<br>우선 테이프만 사기로 했고%2C 직원의 권유에도 상자를 사지 않았다.<br><br> 요약문장: 고객이 모든 상자를 사지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Subject,LFN,inverse,24,미용실에서 손님 세 명에게 잡지를 건넸지만%2C 그 중 한 명은 잡지를 읽고 나머지 두 명은 읽지 않았다.<br>스마트폰을 사용하거나 다른 일로 바빠서 잡지에 관심을 보이지 않았다.<br><br> 요약문장: 모든 손님이 잡지를 읽지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Subject,SFN,inverse,18,동료 다섯 명이 다같이 탕비실에 있는 과자를 정리하려 했는데 <br>그 중에  두 명은 상한 과자를 버렸고%2C 다른 세 명은 버리지 않았다.<br>버린 과자는 분리수거하고%2C 남은 과자는 간식 코너에 정리해 두었다.<br><br> 요약문장: 모든 동료가 과자를 안 버렸다.,NULL,NA
1732851234-d7691610135060f98af81788b7736e38,Object,SFN,inverse,22,선배는 선물로 받은 초콜렛 열 개 중에 두 개만 먹고%2C 나머지 초콜렛은 남겨두었다.<br>나머지 초콜렛들은 너무 달거나 선호하는 맛이 아니어서 먹지 않기로 했다.<br>남은 초콜렛은 후배들에게 나눠주었다.<br><br> 요약문장: 선배가 모든 초콜렛을 안 먹었다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Subject,LFN,surface,23,매장을 방문한 친구 다섯 명이 컵을 살펴보았지만%2C 그 누구도 컵을 구매하지 않았다.<br>컵의 디자인이나 가격이 마음에 들지 않았기 때문이다.<br>결과적으로 매장에 진열된 컵은 한 개도 팔리지 않았다.<br><br> 요약문장: 모든 친구가 컵을 사지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Object,LFN,inverse,12,선생님은 유통기한이 임박한 라면 다섯 봉지 중에서 세 봉지만 버리고%2C <br>나머지 두 봉지는 상태가 괜찮아서 남겨두었다.<br>남은 두 봉지는 나중에 요리 수업에 사용할 계획이었다.<br>선생님은 버려야 할 라면을 따로 분리수거하였다.<br><br> 요약문장: 선생님이 모든 라면을 버리지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Subject,LFN,inverse,16,매장에 있는 직원 다섯 명 중에서 두 명은 가방을 팔았고%2C 다른 세 명은 가방을 팔지 않았다.<br>가방을 판매한 직원들은 손님과 잘 소통했지만%2C 다른 직원들은 컨디션이 좋지 않아서 적극적으로 노력할 수가 없었다.<br><br><br> 요약문장: 모든 직원이 가방을 팔지 않았다.,아니오,0
1732851234-d7691610135060f98af81788b7736e38,Object,LFN,inverse,20,친구는 이사하면서 거실에 있는 의자 다섯 개 중에 두 개는 중고로 팔고 나머지 세 개는 안 팔았다.<br>관심있어서 보러 온 사람들은 마음에 들었다.<br>친구는 나머지 세 개를 이사를 간 다른 친구에게 나눠주었다.<br><br> 요약문장: 친구가 모든 의자를 팔지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Object,LFN,surface,3,동료는 사무실에 쌓여 있던 다섯 개의 상자를 처리하려고 했지만%2C 상자 안에 중요한 서류가 있을 수도 있다고 생각해 결국 하나도 버리지 않았다.<br>대신 그는 상자를 옮겨 정리하기로 했다.<br><br> 요약문장: 동료가 모든 상자를 버리지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Object,SFN,surface,5,후배는 테이블 위에 놓인 세 종류의 과자를 보고 있었지만%2C 건강을 생각해서 아무 과자도 먹지 않기로 했다.<br>대신 과일을 먹으면서 간식을 대신하기로 했고%2C 과자에는 손도 대지 않았다.<br><br> 요약문장: 후배가 모든 과자를 안 먹었다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Object,SFN,surface,13,동료는 냉장고에 남아 있던 네 송이의 포도를 살펴봤지만%2C 어떤 포도도 버리지 않기로 했다.<br>포도가 아직 신선하고 먹을 수 있는 상태였기 때문이다.<br>그래서 동료는 포도를 회의실에 두고 다른 사람들이 먹을 수 있도록 했다.<br><br> 요약문장: 동료가 모든 포도를 안 버렸다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Subject,SFN,inverse,2,다섯 명의 선생님들이 함께 쇼핑을 갔지만%2C 두 명만 옷을 샀다.<br>나머지 선생님들은 가격이 너무 비싸거나 마음에 드는 옷을 찾지 못해 사지 않았다.<br>나머지 선생님들은 아쉬운 표정으로 가게를 나섰다.<br><br> 요약문장: 모든 선생님이 옷을 안 샀다.,아니오,0
1732851234-d7691610135060f98af81788b7736e38,Subject,SFN,surface,9,행사에 참석한 다섯 명의 참가자들이 콜라를 마셔볼 기회가 있었지만%2C 그 중 아무도 콜라를 마시지 않았다.<br>다들 건강을 생각해 탄산음료 대신 다른 음료를 선택했기 때문이다.<br><br><br> 요약문장: 모든 참가자가 콜라를 안 먹었다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Subject,SFN,surface,1,학생 세 명이 밖에서 눈싸움을 하고 나서 감기에 걸렸다.<br>엄마가 학생들에게 각각 약을 주면서 먹으라고 했다.<br>학생 두 명이 약을 집어 들었지만 너무 커서 안 먹었고%2C 나머지 학생도 너무 써서  안 먹었다.<br><br> 요약문장: 모든 학생이 약을 안 먹었다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Object,LFN,surface,11,학생은 시식 코너에 있는 세 종류의 라면을 보았지만%2C 결국 어떤 라면도 먹지 않았다.<br>대신 햄버거가 먹고 싶었다.<br>학생은 다른 사람들에게 라면을 권하지 않고%2C 준비된 음료를 마시며 햄버거를 사먹었다.<br><br> 요약문장: 학생이 모든 라면을 먹지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Subject,LFN,inverse,8,그날 매장에 방문한 네 명의 고객들 중 두 명은 의자를 사지만%2C 나머지 고객들은 의자를 사지 않았다.<br>그 고객들은 생각보다 불편하거나 가격이 너무 비싸다고 생각했다.<br>결국 매장에는 네 개의 의자만이 팔렸다.<br><br> 요약문장: 모든 고객이 의자를 사지 않았다.,아니오,0
1732851234-d7691610135060f98af81788b7736e38,Subject,SFN,surface,17,그날 매장을 방문한 손님 세 명이 신발을 살펴보았지만%2C 아무도 어떤 신발도 사지 않았다.<br>신발의 가격이 너무 비싸거나 디자인이 마음에 들지 않았기 때문이다.<br>결국 매장에 진열된 신발들은 전부 팔리지 않고 남아 있었다.<br><br> 요약문장: 모든 손님이 신발을 안 샀다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Object,LFN,inverse,4,선배는 테이블에 놓인 라면 세 종류 중에서 두 가지만 먹고%2C 다른 라면은 남겨두었다.<br>이미 배가 불러 더 이상 먹을 수 없었다.<br>선배는 남은 라면을 후배들에게 나눠주었다.<br><br> 요약문장: 선배가 모든 라면을 먹지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Subject,SFN,inverse,10,세 명의 친구들이 모두 문구점에 가서 지우개를 살펴봤지만%2C 그 중 두 명만 지우개를 샀다.<br>다른 친구는 이미 가지고 있거나 지우개를 자주 사용하지 않아 구매하지 않았다.<br><br><br> 요약문장: 모든 친구가 지우개를 안 샀다.,아니오,0
1732851234-d7691610135060f98af81788b7736e38,Subject,LFN,surface,7,그날 매장에 방문한 손님 다섯 명이 가방을 살펴봤지만%2C 그 누구도 가방을 구매하지 않았다.<br>대부분의 손님들은 가격이 비싸거나 원하는 디자인을 찾지 못해 가게를 떠났다.<br>직원들은 가방이 팔리지 않은 상황을 걱정하며 진열을 다시 정리했다.<br><br> 요약문장: 모든 손님이 가방은 사지 않았다.,예,1
1732851234-d7691610135060f98af81788b7736e38,Object,SFN,surface,21,학생은 도서관에서 여섯 권의 책을 살펴보았지만%2C 결국 어떤 책도 읽지 않기로 했다.<br>책들이 너무 어려워 보였고%2C 다른 과제를 먼저 해야 했기 때문이다.<br>학생은 결국 책을 그대로 두고 다른 공부를 시작했다.<br><br> 요약문장: 학생이 모든 책을 안 읽었다.,예,1
1732851657-d7691610135060f98af81788b7736e38,Object,LFN,surface,18,동료가 탕비실에 있는 과자 다섯 봉지를 모두 정리하고 <br>새 과자를 사보려했지만 결국 어떤 과자도 버리지 않기로 했다.<br>오래 보관할 만한 과자들만 남아있었기 때문이다.<br>그래서 과자들을 보관함에 다시 넣어 두었다.<br><br> 요약문장: 동료가 모든 과자를 버리지 않았다.,예,1
1732851657-d7691610135060f98af81788b7736e38,Subject,LFN,inverse,23,매장을 방문한 친구 다섯 명 중 두 명은 컵을 구매했지만%2C 나머지 세 명은 컵을 사지 않았다.<br>컵을 구매한 친구들은 디자인이 마음에 들었지만%2C 다른 친구들은 디자인이 마음에 안들었다.<br><br><br> 요약문장: 모든 친구가 컵을 사지 않았다.,예,1
1732851657-d7691610135060f98af81788b7736e38,Object,LFN,surface,10,친구는 문구점에서 세 개의 지우개를 살펴봤지만%2C 결국 어떤 지우개도 사지 않았다.<br>디자인이나 품질이 마음에 들지 않았기 때문이다.<br>친구는 대신 다른 문구류를 구매하기로 하고 지우개 코너를 떠났다.<br><br> 요약문장: 친구가 모든 지우개를 사지 않았다.,예,1
1732851657-d7691610135060f98af81788b7736e38,Subject,SFN,surface,24,미용실에서 대기중인 손님 세 명에게 잡지를 건넸지만%2C 그 누구도 잡지를 읽지 않았다.<br>대부분 스마트폰을 사용하거나 다른 일로 바빠서 잡지에 관심을 보이지 않았다.<br><br><br> 요약문장: 모든 손님이 잡지를 안 읽었다.,예,1
1732851657-d7691610135060f98af81788b7736e38,Subject,SFN,surface,16,매장에 있던 직원 다섯 명이 손님들에게 가방을 판매하려고 노력했지만%2C 그날따라 손님이 별로 오지 않았다.<br>결국 한 명도 가방을 팔지 않았다.<br>다음 날이 추석이라 손님들이 더욱 없어서 일찍 매장 문을 닫고 퇴근하기로 했다.<br><br><br> 요약문장: 모든 직원이 가방을 안 팔았다.,예,1
1732851657-d7691610135060f98af81788b7736e38,Subject,LFN,surface,6,가게에 있던 직원 다섯 명이 여러 손님들에게 신발을 추천했지만%2C <br>손님들은 아무도 신발을 구매하지 않았다.<br>직원들은 아쉬워하며 오늘 하루 동안 신발 판매를 하지 않았다는 사실을 안타까워했다.<br><br> 요약문장: 모든 직원이 신발을 팔지 않았다.,예,1
1732851657-d7691610135060f98af81788b7736e38,Object,SFN,inverse,21,학생은 도서관에서 여섯 권의 책을 살펴보았지만%2C 그 중에서 세 권만 읽고%2C 나머지 세 권은 읽지 않았다.<br>나머지 책들은 주제가 흥미롭지 않거나 너무 길어서 책장에 다시 정리해 두었다.<br><br> 요약문장: 학생이 모든 책을 안 읽었다.,아니오,0
1732851657-d7691610135060f98af81788b7736e38,Subject,SFN,surface,8,그날 매장에 방문한 네 명의 고객들이 여러 종류의 의자를 보았지만%2C 아무도 의자를 구매하지 않았다.<br>의자들이 생각보다 불편하거나 가격이 너무 비쌌기 때문이다.<br>결국 매장에서는 그날 의자가 한 개도 팔리지 않았다.<br><br> 요약문장: 모든 고객이 의자를 안 샀다.,예,1
1732851657-d7691610135060f98af81788b7736e38,Object,SFN,inverse,5,후배는 테이블 위에 놓인 세 종류의 과자 중에서 한 가지만 먹고%2C 나머지 과자들은 그대로 남겨두었다.<br>나머지 과자들은 너무 달거나 평소에 좋아하지 않는 맛이라서 먹지 않기로 했다.<br><br><br> 요약문장: 후배가 모든 과자를 안 먹었다.,아니오,0
1732851657-d7691610135060f98af81788b7736e38,Subject,LFN,inverse,7,그날 매장에 방문한 손님 다섯 명 중 두 명은 가방을 구매했지만%2C 나머지 손님들은 가방을 사지 않았다.<br>그 손님들은 가방 대신 다른 액세서리를 구매했고%2C 가방을 살 마음이 없었던 손님들은 다음 기회를 기다리기로 했다.<br><br> 요약문장: 모든 손님이 가방은 사지 않았다.,아니오,0
1732851657-d7691610135060f98af81788b7736e38,Object,SFN,surface,4,선배는 테이블에 놓인 라면 세 종류를 보고 고민했지만%2C 결국 어떤 라면도 먹지 않기로 했다.<br>건강을 생각해 다른 음식을 주문했다.<br>선배는 주변 사람들에게도 라면을 권하지 않고%2C 대신 샐러드를 먹었다.<br><br> 요약문장: 선배가 모든 라면을 안 먹었다.,예,1
1732851657-d7691610135060f98af81788b7736e38,Subject,SFN,inverse,9,행사에 참석한 다섯 명의 참가자들 중에서 세 명은 콜라를 마셨지만%2C 나머지 참가자들은 마시지 않았다.<br>마시지 않은 참가자들은 이미 다른 음료를 마셨거나 탄산음료를 안 좋아했다.<br><br><br> 요약문장: 모든 참가자가 콜라를 안 먹었다.,아니오,0
